exp_number;crackX;crackY;sensor0;sensor1;sensor2;sensor3;sensor4;sensor5;sensor6;sensor7;sensor8;sensor9;sensor10
463;102.247;13.1361;0.;0.357335;0.678553;0.962026;1.20772;1.43556;1.61432;1.74895;1.84342;1.9001;1.92008
464;81.0473;5.4814;0.;0.357323;0.678576;0.962023;1.22142;1.42879;1.59749;1.72981;1.82431;1.881;1.90098
465;34.5398;16.4597;0.;0.356764;0.789758;1.16076;1.40654;1.61442;1.7845;1.91679;2.01127;2.06795;2.08793
466;112.314;15.6155;0.;0.357323;0.678574;0.962046;1.20771;1.41843;1.63135;1.7948;1.88927;1.94594;1.96593
467;101.215;10.2246;0.;0.357335;0.678554;0.962049;1.20775;1.42716;1.58784;1.72016;1.81464;1.87133;1.89131
468;99.4217;17.3112;0.;0.357323;0.678574;0.962077;1.20685;1.49385;1.75779;1.88999;1.98447;2.04118;2.06116
469;50.6714;16.6639;0.;0.357442;0.689353;1.11865;1.40217;1.61011;1.78019;1.91247;2.00696;2.06364;2.08362
470;101.267;14.99;0.;0.357335;0.678554;0.962049;1.20767;1.44844;1.65238;1.78641;1.88089;1.93757;1.95755
471;103.837;11.9649;0.;0.357335;0.678554;0.962049;1.20769;1.43024;1.59913;1.73369;1.82814;1.88482;1.9048
472;160.662;10.6571;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58567;1.71794;1.82357;1.87087;1.89104
473;143.3;12.0077;0.;0.357324;0.67859;0.962049;1.20772;1.41556;1.5856;1.72928;1.82043;1.87866;1.89862
474;139.641;4.50009;0.;0.357324;0.67859;0.962049;1.20772;1.41556;1.58599;1.73203;1.82616;1.88235;1.9023
475;68.9412;9.83568;0.;0.357324;0.678564;0.967713;1.21111;1.41601;1.58611;1.71838;1.81288;1.86957;1.88955
476;188.175;7.16716;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.8124;1.87704;1.90502
477;92.6333;13.6528;0.;0.357335;0.678553;0.962005;1.21243;1.43989;1.62892;1.76121;1.85569;1.91236;1.93235
478;66.3317;2.34827;0.;0.357265;0.678273;0.991351;1.31244;1.52588;1.69584;1.82814;1.92263;1.97931;1.99929
479;31.6268;13.8786;0.;0.369627;0.723365;1.03692;1.28256;1.49044;1.66052;1.79281;1.88729;1.94397;1.96395
480;44.5744;12.1287;0.;0.35732;0.69893;0.986142;1.23599;1.44383;1.6139;1.74619;1.84067;1.89735;1.91734
481;125.507;6.56747;0.;0.357324;0.67859;0.962021;1.20771;1.41558;1.59306;1.72273;1.81372;1.87046;1.89044
482;141.841;5.14606;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58578;1.72892;1.82142;1.87694;1.89695
483;73.4471;16.8345;0.;0.357323;0.678646;0.959746;1.31899;1.59168;1.76182;1.89411;1.98859;2.0453;2.06528
484;162.469;5.82189;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58567;1.71808;1.82212;1.87308;1.89164
485;69.9257;8.96476;0.;0.357324;0.678572;0.965561;1.21103;1.41253;1.58264;1.71494;1.80942;1.86611;1.88609
486;153.714;10.5761;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71929;1.82;1.87113;1.89112
487;66.3796;3.88199;-0.0000000000000000277556;0.35727;0.678473;0.975172;1.25198;1.45914;1.62924;1.76154;1.85603;1.91271;1.93269
488;40.4628;3.95189;0.;0.357449;0.708412;1.01228;1.25736;1.46526;1.63534;1.76763;1.86211;1.91879;1.93877
489;112.905;6.68378;0.;0.357324;0.678594;0.962019;1.20769;1.41719;1.59599;1.71896;1.81346;1.87015;1.89013
490;102.144;5.34653;0.;0.357324;0.678594;0.962019;1.20773;1.42762;1.59831;1.72899;1.82352;1.8802;1.90018
491;98.3675;7.88001;0.;0.357324;0.678594;0.962019;1.20784;1.426;1.5835;1.71527;1.80979;1.86648;1.88646
492;37.7462;17.6278;0.;0.354049;0.836033;1.28622;1.53177;1.73967;1.90975;2.04204;2.13652;2.1932;2.21318
493;101.441;4.65344;0.;0.357324;0.678594;0.962018;1.20779;1.43092;1.60608;1.73732;1.83185;1.88855;1.90847
494;151.417;8.78651;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58563;1.72114;1.8183;1.86785;1.88784
495;71.37;17.9591;0.;0.357318;0.678868;0.927304;1.56884;1.73598;1.9064;2.03868;2.13316;2.18987;2.20985
496;118.358;5.38268;0.;0.357324;0.67859;0.962019;1.2077;1.41592;1.59991;1.72736;1.82138;1.87808;1.89806
497;96.0578;6.7449;0.;0.357324;0.678594;0.962053;1.20808;1.42741;1.5868;1.71884;1.81334;1.87003;1.89001
498;10.8293;16.0767;0.;0.4999;0.867536;1.15101;1.39666;1.60455;1.77463;1.90691;2.0014;2.05808;2.07806
499;20.0645;13.4957;0.;0.394596;0.744411;1.02977;1.27539;1.48329;1.65336;1.78565;1.88013;1.93681;1.9568
500;159.662;14.5583;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71761;1.82434;1.89212;1.91282
501;84.5578;14.4059;0.;0.357334;0.678579;0.962037;1.23788;1.47394;1.64948;1.78172;1.87622;1.9329;1.95288
502;13.0324;17.2081;0.;0.578373;0.978391;1.26208;1.50773;1.71562;1.8857;2.01799;2.11247;2.16915;2.18913
503;170.845;6.91375;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71792;1.81648;1.87587;1.88912
504;60.9425;13.0926;0.;0.357332;0.678762;0.988089;1.24883;1.45875;1.62878;1.76107;1.85555;1.91223;1.93221
505;57.9984;10.0277;0.;0.357337;0.678847;0.973093;1.20947;1.41734;1.58742;1.71971;1.81419;1.87087;1.89085
506;73.497;14.4782;0.;0.357335;0.678565;0.966564;1.24669;1.48756;1.65766;1.78994;1.88444;1.94112;1.9611
507;130.188;11.8815;0.;0.357335;0.678554;0.962046;1.20772;1.41559;1.59037;1.72582;1.82324;1.87988;1.89987
508;123.598;5.31727;0.;0.357324;0.67859;0.962021;1.20771;1.4156;1.59555;1.72879;1.82128;1.878;1.89798
509;96.7418;8.79584;0.;0.357324;0.678594;0.962052;1.20807;1.42507;1.58315;1.71528;1.80977;1.86646;1.88644
510;110.49;3.23026;0.0000000000000000277556;0.357271;0.678559;0.962025;1.20761;1.42209;1.626;1.76085;1.85531;1.912;1.93192
511;18.7394;5.47392;0.;0.377333;0.69772;0.980303;1.22599;1.43388;1.60396;1.73624;1.83073;1.88741;1.90739
512;27.8816;12.0801;-0.0000000000000000277556;0.373552;0.700904;0.992304;1.23789;1.44578;1.61586;1.74814;1.84263;1.89931;1.91929
513;167.653;3.15595;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71788;1.81855;1.88603;1.90514
514;118.352;4.37758;0.;0.357271;0.678559;0.962026;1.20769;1.41603;1.60403;1.7377;1.83182;1.88852;1.90851
515;153.577;11.2343;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.7191;1.81996;1.87342;1.89342
516;169.784;15.1902;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71795;1.81329;1.88211;1.91146
517;122.086;5.89501;0.;0.357324;0.67859;0.962021;1.20771;1.41564;1.59622;1.72443;1.81733;1.87404;1.89402
518;83.8844;3.49555;0.0000000000000000138778;0.357271;0.678523;0.96198;1.22756;1.46344;1.63334;1.76564;1.86013;1.91683;1.93675
519;32.7407;10.655;-0.0000000000000000138778;0.360688;0.687748;0.970141;1.21581;1.42371;1.59378;1.72607;1.82055;1.87723;1.89722
520;67.4035;16.2513;0.;0.357331;0.678638;1.00422;1.34424;1.56265;1.73273;1.86502;1.9595;2.01618;2.03616
521;18.3468;10.3095;0.0000000000000000277556;0.369724;0.683293;0.966877;1.21253;1.42042;1.5905;1.72278;1.81727;1.87395;1.89393
522;167.72;7.89461;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71795;1.81908;1.87245;1.88824
523;49.8804;16.3255;0.;0.357406;0.700316;1.10295;1.379;1.58689;1.75697;1.88926;1.98374;2.04042;2.0604
524;94.0016;8.9994;0.;0.357324;0.678594;0.962029;1.20884;1.42306;1.58329;1.71555;1.81005;1.86674;1.88672
525;157.816;7.87338;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58563;1.71857;1.8234;1.86829;1.88798
526;121.711;2.47204;0.;0.357271;0.678559;0.962026;1.20768;1.41573;1.61435;1.77691;1.87184;1.92852;1.94844
527;33.8093;6.54194;-0.0000000000000000277556;0.35714;0.69249;0.965289;1.21089;1.41879;1.58887;1.72115;1.81564;1.87232;1.8923
528;166.554;12.195;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71791;1.81907;1.87333;1.89528
529;22.3711;2.61528;0.;0.40936;0.799622;1.0848;1.33042;1.53831;1.70838;1.84067;1.93516;1.99183;2.01182
530;17.9456;8.94635;0.0000000000000000138778;0.366846;0.674778;0.957903;1.20356;1.41145;1.58153;1.71382;1.8083;1.86498;1.88496
531;164.355;7.53076;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71799;1.82146;1.87056;1.88837
532;153.703;13.2012;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58567;1.71828;1.82165;1.88426;1.90427
533;22.6788;15.032;0.;0.417432;0.799873;1.08714;1.33277;1.54066;1.71074;1.84302;1.93751;1.99419;2.01417
534;28.5315;15.8471;-0.0000000000000000693889;0.398527;0.819273;1.12572;1.37135;1.57924;1.74931;1.8816;1.97609;2.03276;2.05275
535;114.159;3.94825;-0.0000000000000000138778;0.357271;0.678559;0.962026;1.20765;1.41761;1.61178;1.74485;1.83932;1.89601;1.91593
536;46.5353;12.3526;0.;0.357317;0.69733;0.987241;1.23973;1.44755;1.61763;1.74992;1.8444;1.90108;1.92106
537;164.301;10.9603;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71791;1.82182;1.87125;1.89159
538;64.469;3.135;-0.0000000000000000138778;0.357265;0.678445;0.986702;1.27549;1.48431;1.65438;1.78668;1.88116;1.93784;1.95783
539;187.735;7.53354;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81242;1.87719;1.90339
540;148.308;4.51577;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58561;1.72349;1.82652;1.88032;1.90033
541;100.242;13.1389;0.;0.357335;0.678554;0.962048;1.2078;1.43583;1.6161;1.74962;1.84408;1.90076;1.92075
542;169.306;16.2519;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71798;1.81351;1.8939;1.92312
543;60.0656;7.80808;0.0000000000000000138778;0.357335;0.678449;0.971869;1.20529;1.41205;1.58217;1.71446;1.80894;1.86562;1.8856
544;169.858;9.01601;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81709;1.87358;1.88845
545;140.442;7.67477;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58586;1.7287;1.81191;1.86776;1.88775
546;40.4371;6.78331;0.;0.357099;0.689586;0.964622;1.20878;1.4167;1.58677;1.71906;1.81354;1.87022;1.89021
547;67.1373;8.61197;0.;0.357338;0.678585;0.967642;1.20848;1.41183;1.58196;1.71426;1.80874;1.86543;1.88541
548;186.537;8.02769;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71794;1.81244;1.8777;1.8997
549;98.5476;7.39237;0.;0.357324;0.678594;0.962052;1.20782;1.4264;1.58462;1.71629;1.81081;1.8675;1.88748
550;175.974;3.6229;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71791;1.81354;1.88056;1.89869
551;177.409;13.8958;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71796;1.81165;1.87587;1.89736
552;68.7484;4.46312;-0.0000000000000000138778;0.357276;0.678493;0.968519;1.23973;1.44503;1.61516;1.74744;1.84194;1.89862;1.9186
553;138.589;8.87637;0.;0.357324;0.67859;0.96202;1.20771;1.41558;1.58597;1.72873;1.81117;1.8676;1.88759
554;75.6507;9.50777;0.;0.357324;0.678576;0.962659;1.21664;1.4145;1.58452;1.71682;1.8113;1.86799;1.88797
555;122.781;3.56504;0.0000000000000000138778;0.357271;0.678559;0.962026;1.20768;1.4156;1.6019;1.74885;1.84287;1.89957;1.91949
556;13.1417;17.8005;0.;0.735838;1.078;1.36189;1.60754;1.81544;1.98551;2.1178;2.21228;2.26896;2.28895
557;143.781;9.00688;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58569;1.72781;1.81247;1.86786;1.88785
558;189.238;17.8529;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81247;1.86015;1.89336
559;87.4505;11.9104;0.;0.357335;0.678554;0.962016;1.21938;1.42878;1.60343;1.73564;1.83014;1.88682;1.90681
560;72.9024;11.2605;0.;0.357335;0.678576;0.965307;1.21828;1.4276;1.59769;1.72998;1.82448;1.88115;1.90114
561;154.395;17.8425;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58572;1.713;1.89716;1.97281;1.99288
562;182.933;12.472;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71794;1.81231;1.8773;1.88847
563;101.691;14.847;0.;0.357335;0.678554;0.962043;1.20765;1.44685;1.64823;1.78251;1.87699;1.93367;1.95365
564;10.2006;11.6427;0.;0.374121;0.701308;0.984721;1.23037;1.43827;1.60834;1.74063;1.83511;1.89179;1.91178
565;189.127;15.6508;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71793;1.81248;1.86461;1.87353
566;133.026;11.9502;0.;0.357335;0.678553;0.962021;1.20769;1.41557;1.58749;1.72702;1.82325;1.87996;1.89993
567;135.099;8.85644;0.;0.357324;0.67859;0.96202;1.20771;1.41557;1.58672;1.72686;1.81087;1.86751;1.88749
568;160.523;8.99456;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58564;1.71813;1.82369;1.86866;1.8882
569;121.135;4.62544;0.;0.357324;0.67859;0.962021;1.20771;1.41573;1.59982;1.73466;1.82825;1.88497;1.90495
570;70.9177;10.2623;0.;0.357335;0.678591;0.96612;1.21357;1.41873;1.58882;1.7211;1.8156;1.87228;1.89227
571;146.82;11.5385;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58562;1.72589;1.8173;1.87554;1.89547
572;94.8079;14.7942;0.;0.357335;0.678554;0.962051;1.20919;1.45043;1.65325;1.78561;1.88011;1.93678;1.95677
573;169.177;15.4072;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71796;1.81416;1.88514;1.91387
574;121.458;2.85525;0.0000000000000000138778;0.357271;0.678559;0.962026;1.20769;1.41574;1.61013;1.76473;1.85931;1.916;1.93592
575;112.451;17.1349;0.;0.357323;0.678574;0.962046;1.20778;1.41099;1.6854;1.85631;1.95086;2.00757;2.02754
576;92.1647;7.82949;0.;0.357324;0.678594;0.962025;1.20935;1.42265;1.58289;1.71522;1.8097;1.86639;1.88637
577;50.7943;11.4805;0.;0.357312;0.685495;0.974157;1.2248;1.43267;1.60274;1.73503;1.82952;1.88619;1.90618
578;120.011;9.41903;0.;0.357324;0.678594;0.962021;1.20771;1.41569;1.59668;1.71729;1.81147;1.86817;1.88815
579;92.5234;13.0571;0.;0.357335;0.678555;0.962043;1.21225;1.43472;1.6184;1.7507;1.84518;1.90186;1.92185
580;187.642;12.2457;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71794;1.81245;1.87346;1.88933
581;84.598;15.2028;0.;0.357335;0.678554;0.962005;1.24584;1.49681;1.67248;1.80473;1.89923;1.95591;1.97589
582;179.252;14.8887;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71795;1.81189;1.87525;1.90004
583;56.9272;11.4162;0.;0.357325;0.679581;0.976779;1.22299;1.43113;1.6012;1.73349;1.82797;1.88465;1.90463
584;163.792;15.9775;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71788;1.82471;1.9035;1.92541
585;90.7233;14.2557;0.;0.357335;0.678584;0.962028;1.21758;1.45157;1.64254;1.77476;1.86926;1.92594;1.94592
586;168.861;11.3007;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71795;1.81678;1.87231;1.89195
587;97.3738;7.66403;0.;0.357324;0.678594;0.96202;1.20792;1.42606;1.58371;1.71563;1.81013;1.86681;1.8868
588;53.579;6.34225;0.;0.357336;0.678887;0.976601;1.21233;1.42017;1.59025;1.72254;1.81702;1.8737;1.89368
589;91.8581;16.2102;0.;0.357324;0.678573;0.962081;1.21176;1.49438;1.70398;1.83628;1.93074;1.98746;2.00743
590;158.108;12.616;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71768;1.82284;1.87892;1.89927
591;29.1851;12.9381;-0.0000000000000000138778;0.374871;0.712407;1.01104;1.25661;1.46449;1.63457;1.76685;1.86134;1.91802;1.938
592;137.778;16.8854;0.;0.357335;0.678553;0.962021;1.20769;1.4156;1.58465;1.7564;1.90079;1.95756;1.97754
593;176.046;10.3971;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71795;1.81286;1.87846;1.88942
594;59.9913;16.0351;0.;0.357338;0.678398;1.02957;1.35044;1.55902;1.72911;1.8614;1.95588;2.01256;2.03254
595;158.868;16.0309;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58568;1.71741;1.82941;1.91091;1.9312
596;10.9008;10.9189;0.;0.367628;0.690544;0.973997;1.21965;1.42754;1.59762;1.72991;1.82439;1.88107;1.90105
597;35.3382;8.40489;0.;0.357316;0.686702;0.95741;1.20294;1.41083;1.58091;1.7132;1.80768;1.86436;1.88434
598;122.79;8.49797;0.;0.357324;0.67859;0.96202;1.20771;1.41562;1.59547;1.71713;1.81021;1.86692;1.8869
599;59.425;10.0743;0.;0.357323;0.678707;0.973655;1.20974;1.41764;1.58772;1.72;1.81449;1.87117;1.89115
600;74.2024;2.47748;0.0000000000000000138778;0.357277;0.678454;0.96756;1.28099;1.51083;1.68072;1.81298;1.90748;1.96418;1.98411
601;185.874;3.94569;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71794;1.81242;1.8759;1.89998
602;115.915;6.45127;0.;0.357324;0.67859;0.96202;1.20771;1.41627;1.59765;1.72019;1.81449;1.87119;1.89117
603;107.86;15.5792;0.;0.357323;0.678574;0.962022;1.20774;1.43746;1.65315;1.7976;1.89207;1.94875;1.96873
604;36.0559;4.95016;0.;0.357556;0.705646;0.988233;1.23364;1.44155;1.61162;1.74391;1.83839;1.89507;1.91506
605;132.585;12.6118;0.;0.357335;0.678553;0.962022;1.2077;1.41558;1.58776;1.72858;1.82871;1.88539;1.90537
606;67.0847;11.7362;0.;0.357329;0.678561;0.97505;1.22191;1.43411;1.60415;1.73644;1.83092;1.8876;1.90758
607;166.829;16.0508;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71797;1.81945;1.89852;1.92316
608;66.9677;6.98429;0.;0.357335;0.678579;0.966891;1.21302;1.41526;1.58538;1.71768;1.81217;1.86885;1.88883
609;150.175;9.56302;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58566;1.72208;1.81681;1.86877;1.88875
610;164.683;14.5268;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71789;1.82128;1.88648;1.90949
611;185.846;17.5713;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71793;1.81249;1.86806;1.91311
612;27.8298;4.19212;0.;0.366965;0.72562;1.00777;1.25347;1.46136;1.63144;1.76373;1.85821;1.91489;1.93487
613;152.537;14.2904;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58567;1.71843;1.82508;1.89423;1.91419
614;73.2026;2.38147;0.;0.357277;0.678407;0.969678;1.28938;1.51799;1.68786;1.82013;1.91463;1.97134;1.99126
615;173.384;12.4183;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71796;1.81243;1.87498;1.8943
616;40.2785;9.19253;0.;0.357273;0.688694;0.959713;1.20477;1.41267;1.58275;1.71504;1.80952;1.8662;1.88618
617;144.799;12.5841;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58563;1.72856;1.82282;1.88227;1.90222
618;170.078;12.7114;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71793;1.81434;1.87368;1.89644
619;135.266;10.1494;0.;0.357335;0.678553;0.962021;1.20769;1.41558;1.58652;1.72704;1.81362;1.87032;1.8903
620;76.2202;9.6776;0.;0.357324;0.678573;0.962558;1.21715;1.41525;1.58529;1.71758;1.81207;1.86875;1.88873
621;189.671;16.9197;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71793;1.81251;1.86114;1.86584
622;185.404;14.969;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71793;1.81239;1.87166;1.88662
623;168.919;9.07037;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71795;1.81796;1.87269;1.88844
624;57.8417;11.747;0.;0.357322;0.679267;0.978755;1.22716;1.43554;1.6056;1.73789;1.83238;1.88905;1.90904
625;75.9204;13.2979;0.;0.357335;0.678547;0.963612;1.23136;1.45781;1.62817;1.76044;1.85494;1.91162;1.9316
626;139.086;12.3813;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.5856;1.73055;1.82478;1.88202;1.90199
627;116.35;13.9696;0.;0.357335;0.678554;0.962046;1.20772;1.41595;1.60596;1.7564;1.85111;1.90779;1.92777
628;41.7067;14.0781;0.;0.357494;0.718241;1.03566;1.2843;1.49214;1.66222;1.79451;1.88899;1.94567;1.96565
629;20.6604;4.57887;0.;0.381831;0.717057;0.999406;1.24511;1.453;1.62308;1.75537;1.84985;1.90653;1.92651
630;69.9465;8.15678;0.;0.357325;0.678593;0.964831;1.21179;1.41181;1.58194;1.71424;1.80872;1.86541;1.88539
631;175.314;2.76831;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71791;1.81375;1.8836;1.90479
632;11.032;9.90028;0.0000000000000000138778;0.36198;0.679611;0.963082;1.20873;1.41663;1.5867;1.71899;1.81348;1.87015;1.89014
633;13.2768;12.2506;0.;0.380089;0.71494;0.998414;1.24406;1.45196;1.62203;1.75432;1.8488;1.90548;1.92547
634;179.373;17.3561;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71795;1.81196;1.87964;1.92441
635;80.817;9.45074;0.;0.357324;0.678571;0.962052;1.21847;1.41473;1.58434;1.71665;1.81113;1.86781;1.8878
636;180.33;15.7466;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71795;1.81207;1.87495;1.90398
637;105.902;2.79264;0.;0.357271;0.678559;0.962017;1.20753;1.43335;1.64242;1.77633;1.87079;1.92749;1.94741
638;51.1985;11.0096;0.;0.357315;0.683896;0.971431;1.21877;1.42664;1.59672;1.729;1.82349;1.88017;1.90015
639;61.8979;8.40079;0.;0.357332;0.678512;0.97123;1.20522;1.41155;1.58166;1.71396;1.80845;1.86513;1.88511
640;41.8764;13.2508;0.;0.357486;0.709311;1.01201;1.26067;1.46852;1.6386;1.77088;1.86537;1.92205;1.94203
641;103.229;7.62835;0.;0.357324;0.678594;0.96202;1.20771;1.42446;1.58573;1.71579;1.81033;1.86701;1.887
642;181.56;11.5807;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71794;1.81229;1.87859;1.88938
643;139.295;12.5757;0.;0.357324;0.67859;0.962049;1.20771;1.41557;1.58557;1.73082;1.82618;1.8835;1.90346
644;124.406;5.00813;0.;0.357324;0.67859;0.962021;1.20771;1.41558;1.59514;1.73143;1.8238;1.88053;1.90051
645;130.022;4.59696;0.;0.357324;0.67859;0.96202;1.20771;1.41555;1.58991;1.73575;1.82673;1.88346;1.90344
646;147.619;3.30468;0.;0.357324;0.67859;0.962049;1.20772;1.41557;1.58561;1.72557;1.83685;1.89314;1.91312
647;177.579;4.03722;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81318;1.8795;1.8967
648;42.9758;10.5706;0.;0.357345;0.692116;0.968227;1.21446;1.42234;1.59242;1.7247;1.81919;1.87587;1.89585
649;16.0257;5.89667;0.;0.377302;0.690865;0.974008;1.21967;1.42757;1.59764;1.72993;1.82442;1.88109;1.90108
650;158.158;5.76018;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71856;1.82375;1.87261;1.892
651;51.423;9.12285;0.0000000000000000277556;0.357312;0.680914;0.966639;1.20471;1.41263;1.58271;1.715;1.80948;1.86616;1.88614
652;181.701;6.92403;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81267;1.88;1.89378
653;86.4548;6.40683;0.;0.357324;0.678575;0.96203;1.21368;1.42333;1.58867;1.72103;1.81553;1.87222;1.8922
654;115.461;6.99868;0.;0.357324;0.678594;0.962021;1.20771;1.41633;1.59642;1.71784;1.8122;1.8689;1.88888
655;81.4567;8.02229;0.;0.357324;0.678572;0.96202;1.21732;1.41371;1.58235;1.71466;1.80916;1.86585;1.88583
656;63.8375;13.4664;0.;0.357334;0.678588;0.989817;1.25334;1.46605;1.63609;1.76837;1.86286;1.91954;1.93952
657;168.44;13.5312;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58567;1.71795;1.81585;1.87602;1.90092
658;129.146;8.409;0.;0.357324;0.67859;0.962021;1.20771;1.41558;1.59033;1.7216;1.81036;1.86708;1.88706
659;76.632;2.30196;0.;0.357271;0.678478;0.965038;1.27833;1.52071;1.6907;1.82299;1.91747;1.97418;1.9941
660;102.576;3.15744;0.0000000000000000138778;0.357271;0.678559;0.962011;1.20773;1.43859;1.63427;1.7666;1.86109;1.9178;1.93772
661;154.536;4.27577;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71957;1.82723;1.88074;1.90067
662;183.105;10.3463;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71794;1.81243;1.87938;1.89064
663;135.07;5.54843;0.;0.357324;0.67859;0.96202;1.20771;1.41557;1.58685;1.73112;1.81856;1.87516;1.89515
664;75.2043;17.6433;0.;0.357323;0.678695;0.955252;1.37052;1.66717;1.83744;1.96973;2.0642;2.12092;2.14089
665;189.26;3.86306;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.71793;1.81239;1.8745;1.90398
666;46.8174;8.38694;0.0000000000000000277556;0.357321;0.683763;0.962395;1.20322;1.41116;1.58124;1.71353;1.80801;1.86469;1.88467
667;183.4;13.3102;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71794;1.81232;1.87609;1.88836
668;157.56;3.72192;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.7187;1.82749;1.88452;1.90434
669;60.1693;2.76656;0.;0.357244;0.679057;1.0095;1.29548;1.50362;1.6737;1.80599;1.90047;1.95715;1.97713
670;157.6;12.5352;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58566;1.7177;1.82267;1.87866;1.89893
671;123.945;10.5677;0.;0.357335;0.678554;0.962046;1.20771;1.41558;1.59657;1.72099;1.8157;1.87238;1.89236
672;123.729;17.1087;0.;0.357324;0.67857;0.962039;1.20771;1.41554;1.63297;1.83684;1.93142;1.98813;2.00811
673;118.578;12.3898;0.;0.357335;0.678554;0.962046;1.20772;1.41572;1.60027;1.73475;1.82977;1.88643;1.90642
674;155.701;3.80984;0.;0.357324;0.67859;0.962049;1.20772;1.41559;1.58565;1.71921;1.82854;1.88433;1.90422
675;79.421;3.9919;0.0000000000000000138778;0.357271;0.678549;0.962315;1.23335;1.45259;1.62222;1.75454;1.84902;1.90573;1.92565
