exp_number;crackX;crackY;crackExtent;sensor0;sensor1;sensor2;sensor3;sensor4;sensor5;sensor6;sensor7;sensor8;sensor9;sensor10
1518;189.014;2.97192;7.18235;0;0.1786621469220354;0.3392947680665838;0.4810244816766864;0.603860704756338;0.7077952454978834;0.7928275470468611;0.8589709987749968;0.9062108609268982;0.9355341380456254;0.9477570626115642
1519;113.228;14.6563;7.20366;0;0.178667385549872;0.3392772053520906;0.4810230677410976;0.6038479695843446;0.7081525010416611;0.8051241680206582;0.8794293692843336;0.9266465001857314;0.9549908248333916;0.9649823706281512
1520;154.943;9.20039;10.7412;0;0.1786621469065446;0.33929476803729;0.4810244816291429;0.6038607053539583;0.7077952145871564;0.7928231357565962;0.8597772657417871;0.9113994810927714;0.9341565687599652;0.9441232072346752
1521;115.057;12.5248;6.14533;0;0.178661746607485;0.3392871438111046;0.4810230061581491;0.6038421804976951;0.7079483601090449;0.7969081142372643;0.8657524259186919;0.9129952787417878;0.9413334853816388;0.951325050938546
1522;81.2782;16.2473;13.5848;0;0.1786615548913399;0.3392838944612258;0.4807012305081194;0.6423817136049439;0.7913843245731853;0.8784601012926346;0.9445942696422808;0.9918461264449002;1.020188741967704;1.030176392397874
1523;139.825;9.82086;8.83022;0;0.178662146903318;0.3392947680651809;0.4810244789814571;0.6038607740086447;0.7077844401320071;0.792850294556632;0.8635532258406612;0.9063171370281136;0.9346459627234842;0.9446297848360672
1524;112.894;9.00341;5.84368;0;0.1786621371452268;0.3392949673403958;0.4810192695505296;0.6038583893453644;0.7078714200354103;0.7936561686158637;0.8582909629847495;0.9055432674367594;0.9338875980975932;0.9438784957833164
1525;180.113;15.2632;15.9599;0;0.1786621469009978;0.3392947680271634;0.4810244815750562;0.6038607075578907;0.7077951955767591;0.7928365586816903;0.8589975351390694;0.9044036029221594;0.9375815892114642;0.942625363445493
1526;131.801;16.3963;12.8546;0;0.1786617464855782;0.3392871421188451;0.4810263331580505;0.60386098430583;0.707819379634386;0.7973760507740058;0.8864278330490614;0.9558505150266348;0.9842045725146326;0.9941907483793416
1527;176.608;15.7875;13.2279;0;0.1786621449676652;0.3392947989146482;0.4810102470586737;0.6038550266528203;0.7077886351351741;0.792826500932829;0.8589838767981682;0.9047322750960952;0.9383984144323086;0.9565930897799042
1528;169.405;7.29992;15.4939;0;0.1786621449734456;0.3392947989255832;0.4810102470769425;0.6038550261541696;0.7077886684876092;0.7928252021073772;0.8590231881158439;0.914353800288109;0.9426600451148856;0.9447355726033772
1529;29.7576;6.04421;7.88456;0.00000000000000002775557561562892;0.178827508902254;0.3453643338754226;0.4845422875824487;0.6074153096913374;0.7113620201716715;0.7964007286682027;0.8625441905009603;0.9097860886350214;0.9381254955365376;0.9481170355803052
1530;144.433;7.74562;8.73198;0;0.1786621469065886;0.3392947680367904;0.4810244816018179;0.6038607111832031;0.7077948143391927;0.792837709594526;0.862241625372106;0.9063922172037224;0.9339492273485712;0.9439475150686388
1531;74.2542;5.77001;4.65554;0;0.178661712776081;0.3392848200172765;0.4809493396384533;0.6075634366961886;0.7103345072081542;0.7953944017479513;0.8615326956561251;0.9087832293212776;0.937126604841565;0.9471174182726628
1532;127.946;16.7846;14.385;0;0.1786617464886727;0.3392871424822116;0.4810262953247327;0.6038599637196884;0.707790761469766;0.8128432590495692;0.9085940033564776;0.9735588786879236;1.001908592512082;1.011894452977913
1533;164.208;11.9665;7.52447;0;0.1786621469080622;0.3392947680401172;0.4810244816395067;0.6038607047814045;0.7077952380901216;0.7928279023123711;0.8589507958909864;0.9091926858002766;0.9365675872224224;0.9469096763540296
1534;62.9327;13.2462;14.0487;0;0.1786630182971982;0.3394736113794921;0.4987196739728584;0.6286526025144207;0.7382035237614752;0.8231924025626458;0.889343335973113;0.9365821124888364;0.9649268532602468;0.9749184217417596
1535;25.1858;5.77051;14.5403;0;0.187826365356525;0.3532630405490936;0.4898362060714125;0.6127325508496971;0.7166565191376653;0.8016971662119797;0.8678419168423145;0.9150903904511394;0.9434351688692332;0.9534267365440758
1536;15.2038;9.09009;13.0298;0;0.1853746969823354;0.33729021964448;0.4788506863313848;0.6016949924003435;0.7056177997890604;0.7906584822813033;0.8568032325692152;0.9040517061771028;0.9323964845952142;0.942388052270043
1537;122.052;13.0044;4.38779;0;0.1786617658154602;0.339285224051594;0.4810196122599423;0.6038521929240575;0.7077741700931331;0.7969555707639385;0.8652499100576703;0.9125866917711434;0.9409269785636426;0.9509185629470238
1538;96.989;17.2252;12.1161;0;0.1786617414246884;0.3392869535304128;0.4810463089475007;0.6017930357096559;0.7532363622776994;0.8923111653831667;0.958455956776585;1.005696291365943;1.034052860432055;1.044040015378422
1539;13.8253;16.2724;12.1632;0;0.2453472989422114;0.4602707353063749;0.602080549125527;0.7249113233503492;0.8288548665706899;0.9138935978698424;0.9800370590497;1.027278957191841;1.055618364093321;1.06560990413709
1540;97.5514;3.71787;15.2623;0;0.1786352628148374;0.3392796351006754;0.4809716123816326;0.6059536426634796;0.729391784376325;0.8199352176617869;0.8855958490345742;0.9328470897058768;0.9611987936452136;0.9711596330681928
1541;136.307;16.8613;7.6384;0;0.1786673940407521;0.3392766003519349;0.4810107007335137;0.6038433201180502;0.7077950586971448;0.7924633205818593;0.8773365096359076;0.9421942995645626;0.9705585955693086;0.9805485550917306
1542;171.194;14.868;15.591;0;0.1786621449698555;0.3392947989185278;0.4810102470704666;0.6038550267856015;0.7077885962013051;0.7928283298574405;0.8589568152417729;0.9075240439987152;0.9396244096248762;0.9574270881992598
1543;172.624;6.39002;14.2551;0;0.1786621449636674;0.339294798907041;0.4810102470533355;0.603855026244943;0.707788647342411;0.792825988287744;0.8589542692078325;0.9104673229924498;0.9430555278467156;0.9461126083802162
1544;90.0886;15.5271;4.54094;0;0.1786617456027084;0.3392871141093026;0.4810184594580421;0.6045595215282156;0.7315228547512937;0.8184407495253351;0.8845800354130396;0.9318302345264914;0.960169413059822;0.9701609566203086
1545;140.203;15.6158;4.52585;0;0.1786621467352666;0.3392947971399584;0.4810228160656441;0.6038435215175132;0.7077819621249504;0.7928291573676883;0.8660883850644346;0.9205835116134624;0.948945914036289;0.9589326747565862
1546;182.66;15.6076;12.1569;0;0.1786621469130679;0.339294768049671;0.4810244816526498;0.6038607047355858;0.7077952458528961;0.7928274594789571;0.8589783804167326;0.9060051182416496;0.9364863715951816;0.9466529517289678
1547;23.1303;5.6128;13.7127;0;0.1888683236091388;0.3524889653108252;0.4909360132351003;0.6138275704108872;0.7177508418510474;0.8027915047375359;0.8689362552224834;0.9161847288308216;0.9445295072489642;0.9545210749238022
1548;16.0449;13.4127;11.8341;0;0.1998296648826492;0.3771180658752964;0.5192819318995541;0.6420964873847702;0.7460430312860742;0.8310817517262969;0.8972252133586499;0.9444671114940176;0.972806518395554;0.982798058439326
1549;59.9126;15.4498;6.93207;0;0.1786650791767005;0.3392885711867072;0.5020541252639239;0.6468993164187143;0.7510007899519383;0.83603649203924;0.9021799806379958;0.949421878841641;0.9777612857361878;0.9877528257800702
1550;150.931;10.9593;5.85428;0;0.1786621467533001;0.3392947971735522;0.4810228160143641;0.6038435313353865;0.7077815932208325;0.792829273376679;0.8592980372363658;0.9072818112429724;0.9357095601142956;0.9456899906299956
1551;71.6392;13.1985;4.1688;0;0.178662173948866;0.3392890719551762;0.4816606492389526;0.6124967922531395;0.7189651029218651;0.8039857390176374;0.870136910176343;0.9173786663986932;0.9457180759301082;0.9557096160085732
1552;48.5051;8.3705;6.83657;0.000000000000000006938893903907228;0.1786731052522454;0.3395820634604639;0.480782930169975;0.6021666299828221;0.7061272220491777;0.7911664046140471;0.8573098509080966;0.9045517490975508;0.932891156001148;0.9428826960448542
1553;62.6668;13.6689;6.67348;0;0.1786663168141557;0.3392775767736147;0.4921358317895448;0.6237102552027953;0.7281653759121474;0.8132060341597718;0.8793490069132308;0.9265909159713772;0.9549303228621424;0.9649218629036582
1554;123.358;12.5586;10.8904;0;0.1786673855355522;0.3392772055831216;0.4810231201234531;0.6038499572208281;0.7077696831817432;0.8006991154355121;0.8671110501912522;0.9158688382750578;0.9441972948672966;0.9541815208860162
1555;151.295;6.36548;7.80896;0;0.1786621469054021;0.3392947680353484;0.481024481575785;0.6038607090569036;0.7077951204120165;0.7928292650330978;0.859715939073845;0.9089564245399638;0.935119948352702;0.9451345706166852
1556;112.745;13.5644;4.21808;0;0.1786617465244414;0.3392871452037038;0.4810231377996246;0.6038396406265947;0.7080835495113262;0.7992512805685871;0.8680354864208049;0.9152684760655868;0.9436076056600966;0.9535991514176772
1557;144.832;11.884;6.28082;0;0.1786621467305042;0.3392947951910942;0.4810231856605074;0.6038544137644131;0.7077826312447093;0.7928216206152475;0.8615809987000885;0.908907200186389;0.9375693372959422;0.9475495101756352
1558;170.111;14.0902;15.3348;0;0.1786621449764364;0.3392947989308488;0.4810102470901644;0.6038550267495401;0.7077885905422403;0.7928291056711561;0.8589463760414234;0.9086697861353524;0.939144569631642;0.9542091733371784
1559;164.728;5.44399;8.25848;0;0.1786621469076798;0.3392947680393382;0.4810244816402268;0.6038607046124682;0.7077952441125344;0.792828442949018;0.8589768478805901;0.9090265802785872;0.9367335450880522;0.9460588768917952
1560;189.749;7.08052;7.53921;0;0.1786621469064668;0.3392947680371583;0.4810244816350638;0.6038607047096789;0.7077952455430371;0.792827508599258;0.8589636684683309;0.9062082590646776;0.93603424454163;0.9492075894449504
1561;85.5892;15.231;7.83878;0;0.178667388297942;0.3392769453655303;0.4810176456659349;0.6170118366674701;0.7416154501996036;0.8283744352924521;0.8945058859478215;0.941756086990343;0.9700952662775572;0.9800868098245606
1562;92.9009;12.2639;6.37123;0;0.1786617464970803;0.3392871460564379;0.4810089984601038;0.604452426798071;0.7126112177326553;0.8003521874722439;0.8664780808987891;0.9137279061399698;0.9420670939643048;0.9520586374262792
1563;183.433;15.2198;14.0373;0;0.1786621449760516;0.3392947989302828;0.4810102470849724;0.6038550265631722;0.7077886267593222;0.792826639063357;0.8589699382004535;0.9058003400500354;0.937193441486213;0.9368024326039386
1564;43.3882;13.873;15.075;0;0.1789139099815177;0.3643425787876154;0.5199324322703774;0.6529129816729934;0.7567887387896807;0.8418248973329377;0.9079694835042886;0.955217960859095;0.9835627392399666;0.993554306914667
1565;53.0283;8.44203;8.02082;0;0.1786739055811604;0.3392828989329626;0.4828098517655245;0.6020505274622365;0.7060037636386548;0.7910431695699448;0.8571866116949145;0.9044285099926638;0.9327679168951034;0.9427594569388164
1566;150.983;8.5793;11.7308;0;0.1786621469157459;0.3392947680545505;0.4810244815641702;0.6038607138113867;0.7077948757055323;0.7928255236701833;0.8619562158158093;0.91045912377274;0.9337877843383168;0.9437730796886102
1567;77.5139;6.29649;9.23248;0;0.1786617868292404;0.3392837463996464;0.480977863052065;0.6099316935533844;0.7099142214207583;0.7947800259477139;0.8609349346485355;0.9081758249843936;0.9365191558996336;0.946509970200124
1568;145.176;17.2696;14.7328;0;0.1786673855368512;0.3392772061081997;0.4810230799451262;0.6038607723085735;0.7077916428151879;0.7926103282202303;0.8817915261056831;0.9652239196051594;0.9986697831886968;1.008664123429791
1569;51.5105;13.5673;10.9633;0;0.1786481460466354;0.3458547170933212;0.4990091290836713;0.6348820694394984;0.7388140054621981;0.8238504586626559;0.8899939638033761;0.937235861496361;0.9655752683973536;0.9755668084412396
1570;140.535;7.80637;9.83446;0;0.1786621469067021;0.3392947680686494;0.4810244791824104;0.6038607707127968;0.7077838645805883;0.7929192717379601;0.8641773440853958;0.9058667434452074;0.9338312845604254;0.9438192708242654
1571;16.7658;15.9415;15.3498;0;0.2415881856757929;0.4672893174990741;0.610288783090517;0.7331078336597547;0.8370311391251588;0.9220718166467234;0.9882165668508484;1.035465040461256;1.063809818879247;1.073801386554076
1572;55.8296;12.2113;12.8761;0;0.1786548229076538;0.3415561598325642;0.4933872612807385;0.6204022201738215;0.724769384887491;0.8097969408987195;0.8759416748090356;0.9231901516035024;0.9515349299713434;0.9615264976464508
1573;25.2025;2.8744;15.7748;0;0.2080260666012285;0.4114110543521528;0.5579280596641021;0.6807046340172307;0.7846279059474661;0.8696685962753891;0.9358132594097218;0.9830639407781348;1.011407312745161;1.021398126211875
1574;120.982;17.3948;4.87945;0;0.1786617658113918;0.3392852245743718;0.4810195666985106;0.603853964079875;0.7078201120916647;0.8119957546221604;0.899688589101207;0.9469553554171146;0.9753129174675956;0.985300040964941
